,pr_many____ev_prob0_action1,pr_many____ev_prob0_action0,pr_many____ev_rwd0_action1,pr_many____ev_rwd0_action0,sr_many____ev_prob0_action1,sr_many____ev_prob0_action0,sr_many____ev_rwd0_action1,sr_many____ev_rwd0_action0,pr_many____ev_prob1_action1,pr_many____ev_prob1_action0,pr_many____ev_rwd1_action1,pr_many____ev_rwd1_action0,sr_many____ev_prob1_action1,sr_many____ev_prob1_action0,sr_many____ev_rwd1_action1,sr_many____ev_rwd1_action0,pr_many____ev_prob2_action1,pr_many____ev_prob2_action0,pr_many____ev_rwd2_action1,pr_many____ev_rwd2_action0,sr_many____ev_prob2_action1,sr_many____ev_prob2_action0,sr_many____ev_rwd2_action1,sr_many____ev_rwd2_action0,pr_many____ev_prob3_action1,pr_many____ev_prob3_action0,pr_many____ev_rwd3_action1,pr_many____ev_rwd3_action0,sr_many____ev_prob3_action1,sr_many____ev_prob3_action0,sr_many____ev_rwd3_action1,sr_many____ev_rwd3_action0,pr_one____prob_prob0_action1,pr_one____prob_prob0_action0,pr_one____prob_rwd0_action1,pr_one____prob_rwd0_action0,sr_one____prob_prob0_action1,sr_one____prob_prob0_action0,sr_one____prob_rwd0_action1,sr_one____prob_rwd0_action0,pr_one____prob_prob1_action1,pr_one____prob_prob1_action0,pr_one____prob_rwd1_action1,pr_one____prob_rwd1_action0,sr_one____prob_prob1_action1,sr_one____prob_prob1_action0,sr_one____prob_rwd1_action1,sr_one____prob_rwd1_action0,pr_one____prob_prob2_action1,pr_one____prob_prob2_action0,pr_one____prob_rwd2_action1,pr_one____prob_rwd2_action0,sr_one____prob_prob2_action1,sr_one____prob_prob2_action0,sr_one____prob_rwd2_action1,sr_one____prob_rwd2_action0,pr_one____prob_prob3_action1,pr_one____prob_prob3_action0,pr_one____prob_rwd3_action1,pr_one____prob_rwd3_action0,sr_one____prob_prob3_action1,sr_one____prob_prob3_action0,sr_one____prob_rwd3_action1,sr_one____prob_rwd3_action0,sub_num,choices
383,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.0
384,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1.0
385,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0
386,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0
387,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0
388,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1.0
389,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0
390,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0
391,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1.0
392,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
393,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
394,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1.0
395,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
396,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
397,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
398,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1.0
399,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1.0
400,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.0
401,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
402,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
403,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
404,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
405,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
406,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
407,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
408,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
409,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
410,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.0
411,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
412,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
413,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
414,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1.0
415,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.0
416,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
417,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0
418,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
419,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0
420,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
421,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
422,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
423,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.0
424,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
425,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
426,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
427,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
428,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
429,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
430,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
431,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1.0
432,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0
433,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.0
434,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.0
435,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.0
436,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0
437,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0
438,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.0
439,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0
440,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.0
441,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.0
442,0.95,0.05,46.0,46.0,0.0,0.0,138,138,0.38,0.62,71.66666666666667,71.66666666666667,0.0,0.0,215,215,0.15,0.85,56.0,56.0,0.0,0.0,168,168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,138.0,215.0,0.47,0.28,138,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.0
443,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0
444,0.95,0.05,52.0,52.0,0.0,0.0,156,156,0.38,0.62,69.33333333333333,69.33333333333333,0.0,0.0,208,208,0.38,0.62,45.66666666666666,45.66666666666666,0.0,0.0,137,137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.95,0.62,156.0,208.0,0.47,0.28,156,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.0
