sub,SR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,1.1246,0.9452,4,1,0,2
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,2.9331,0.9452,5,2,0,2
62fc94176ecdef3f7bd04833_study3_2022-12-08_15h02.04.880.csv,1,0.5,1,1,0.4892,0.9452,6,5,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,1.3751,0.90465,1,4,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,0.5717,0.90465,2,0,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,6.987,0.90465,3,7,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,0.5242,0.90465,4,9,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,0.6083,0.90465,5,8,0,2
62aa33eec600b41d4dc4b4e8_study3_2022-12-08_14h51.43.021.csv,1,0.5,1,0.25,0.7573,0.90465,6,5,0,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,6.687,1.0055,1,1,1,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,0.964,1.0055,2,5,1,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,0.897,1.0055,3,6,0,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,0.985,1.0055,4,8,0,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,1.162,1.0055,5,4,1,2
5PARTICIPANT_study3_2022-12-08_08h42.30.538.csv,0.5,0.75,0.75,0,0.92,1.0055,6,0,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,1.1386,0.89915,1,8,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,1.088599999,0.89915,2,3,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,1.038400001,0.89915,3,7,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,1.039400001,0.89915,4,2,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,1.0379,0.89915,5,9,0,2
5Adonai_study3_2022-12-08_09h26.27.426.csv,1,0.5,1,0,0.5864,0.89915,6,4,0,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,3.6002,0.6758,1,4,0,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,2.7718,0.6758,2,7,1,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,0.6747,0.6758,3,1,0,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,0.6261,0.6758,4,0,0,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,0.5013,0.6758,5,9,0,2
5PARTICIPANT_study3_2022-12-08_14h54.32.801.csv,0.833333333,0.5,1,0,0.5686,0.6758,6,8,0,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.9517,0.9052,1,8,0,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.5838,0.9052,2,0,0,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.3976,0.9052,3,7,0,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.3632,0.9052,4,1,1,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.6598,0.9052,5,4,0,2
5f09f8393ca8420e457c44c3_study3_2022-12-08_08h20.51.873.csv,0.833333333,0.5,1,0,0.2851,0.9052,6,3,0,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,2.3219,0.93675,1,7,0,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,2.5707,0.93675,2,1,1,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,1.0018,0.93675,3,9,0,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,1.5815,0.93675,4,4,0,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,1.5922,0.93675,5,0,0,2
5b421b9ac2e3810001763252_study3_2022-12-08_12h03.39.632.csv,0.833333333,0.5,1,0,0.8736,0.93675,6,3,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,2.105,0.997,1,4,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,0.819,0.997,2,0,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,3.404,0.997,3,5,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,1.116,0.997,4,9,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,0.917,0.997,5,6,0,2
5c0ed000fd0c0a0001f881ea_study3_2022-12-08_10h46.50.832.csv,1,0.5,1,0.25,0.77,0.997,6,3,0,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,2.3677,1.1698,1,1,1,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,1.2358,1.1698,2,4,1,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,4.5289,1.1698,3,9,0,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,2.7742,1.1698,4,7,0,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,2.6639,1.1698,5,0,0,2
5d0c90dc3382180015624ad9_study3_2022-12-08_15h37.44.509.csv,0.5,0.5,1,0.75,3.101,1.1698,6,8,1,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,2.8091,1.07335,1,5,0,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,1.6266,1.07335,2,9,1,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,1.7531,1.07335,3,2,0,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,1.2491,1.07335,4,3,0,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,0.8542,1.07335,5,6,0,2
6278d1758a5f6d5af02d863c_study3_2022-12-08_18h01.19.381.csv,0.833333333,0.5,1,1,1.6692,1.07335,6,7,0,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,0.6172,1.0255,1,8,0,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,0.8748,1.0255,2,0,0,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,0.8344,1.0255,3,6,1,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,0.791,1.0255,4,5,0,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,0.8505,1.0255,5,2,1,2
5ffc6ebd8f29260965cd1eed_study3_2022-12-08_09h29.20.154.csv,0.666666667,0.5,0.5,0.75,1.2649,1.0255,6,7,0,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,0.6026,0.6416,1,9,0,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,0.8172,0.6416,2,7,1,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,0.5321,0.6416,3,0,0,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,0.9727,0.6416,4,3,1,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,0.4065,0.6416,5,8,0,2
59b536d60516f6000197c3f9_study3_2022-12-08_10h45.20.710.csv,0.5,0.5,1,1,1.5239,0.6416,6,4,1,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,4.293,0.772,1,4,1,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,0.889,0.772,2,5,0,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,1.654,0.772,3,3,0,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,0.785,0.772,4,1,0,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,0.705,0.772,5,9,0,2
5d920df12b679a00182bbc73_study3_2022-12-08_09h30.47.755.csv,0.833333333,0.5,1,0.5,1.488,0.772,6,6,0,2
